,file_number,text_content,txt_without_http,txt_after_translate,img,emotion
208,2114,"RT FloydMayweather Miss Pac Man is broke and desperate for a pay day Your PayPerView numbers are a joke  
","rt floydmayweather miss pac man is broke and desperate for a pay day your payperview numbers are a joke  
",rt floydmayweather miss pac man is broke and desperate for a pay day your payperview numbers are a joke,/content/drive/MyDrive/lab5_data/data2/2114.jpg,null
209,3998,"RT TheSickDrawings Bridge made out of an abandoned traincar httptcoA6E7IDkLLc
","rt thesickdrawings bridge made out of an abandoned traincar 
",rt thesickdrawings bridge made out of an abandoned traincar,/content/drive/MyDrive/lab5_data/data2/3998.jpg,null
210,1020,"RT GooleAFC Tonight we recieved a donation of 200 from our friends GooleUnitedAFC towards the VPG defibrillator speechless 
","rt gooleafc tonight we recieved a donation of 200 from our friends gooleunitedafc towards the vpg defibrillator speechless 
",rt goole afc tonight we received a donation of 200 from our friends goole unitedafc towards the vpg defibrillator speechless,/content/drive/MyDrive/lab5_data/data2/1020.jpg,null
211,2676,"RT AlanStein Many of the campers were misled into thinking I am famous I devalued 100 shirts this week from signing them 
","rt alanstein many of the campers were misled into thinking i am famous i devalued 100 shirts this week from signing them 
",rt alanstein many of the campers were misled into thinking i am famous i devalued 100 shirts this week from signing them,/content/drive/MyDrive/lab5_data/data2/2676.jpg,null
212,2367,"RT ImPasky Every black person KNOW these houses  
","rt impasky every black person know these houses  
",rt impasky every black person know these houses,/content/drive/MyDrive/lab5_data/data2/2367.jpg,null
213,5037,"httptcoPZoCZVs7yg httptcoF2MslyKhJc bookboost 
","  bookboost 
",bookboost,/content/drive/MyDrive/lab5_data/data2/5037.jpg,null
214,2863,"Sexy Naked Amateur Girls Beauty In Bra Lingerie 170 100 Real Amateurs Exposed Naked ama 
","sexy naked amateur girls beauty in bra lingerie 170 100 real amateurs exposed naked ama 
",sexy naked amateur girls beauty in bra lingerie 170 100 real amateurs exposed naked ama,/content/drive/MyDrive/lab5_data/data2/2863.jpg,null
215,2988,"Acabou de vazar nova msica do filme fast  furious 
","acabou de vazar nova msica do filme fast  furious 
",new song from the movie fast furious just leaked,/content/drive/MyDrive/lab5_data/data2/2988.jpg,null
216,2746,"Still feeling mildly disturbed by this fountain at Dom Jesus with the water coming out of its eyes Seriously why 
","still feeling mildly disturbed by this fountain at dom jesus with the water coming out of its eyes seriously why 
",still feeling mildly disturbed by this fountain at dom jesus with the water coming out of its eyes seriously why,/content/drive/MyDrive/lab5_data/data2/2746.jpg,null
217,1431,"Nobody appointed you the general spokesperson for artisticcreativity kanyewest worthless undeserved 
","nobody appointed you the general spokesperson for artisticcreativity kanyewest worthless undeserved 
",nobody appointed you the general spokesperson for artisticcreativity kanyewest worthless undeserved,/content/drive/MyDrive/lab5_data/data2/1431.jpg,null
218,2550,"RT LIONS4Mercy FACT Over 100 million animals are burned crippled poisoned and abused in US labs every year  BanAnimalTesting http 
","rt lions4mercy fact over 100 million animals are burned crippled poisoned and abused in us labs every year  bananimaltesting  
",rt lions4mercy fact over 100 million animals are burned crippled poisoned and abused in us labs every year  bananimaltesting,/content/drive/MyDrive/lab5_data/data2/2550.jpg,null
219,286,"This is happy good evening meet  With such a fine scene sweet 
","this is happy good evening meet  with such a fine scene sweet 
",this is happy good evening meet  with such a fine scene sweet,/content/drive/MyDrive/lab5_data/data2/286.jpg,null
220,739,"RT FoodPornPhotos Hot Fudge  Whipped Pancakes 
","rt foodpornphotos hot fudge  whipped pancakes 
",rt foodpornphotos hot fudge  whipped pancakes,/content/drive/MyDrive/lab5_data/data2/739.jpg,null
221,3348,"RT MeloniFulvio I got the power  By melonifulvio spoleto umbria italy spirituality 
","rt melonifulvio i got the power  by melonifulvio spoleto umbria italy spirituality 
",rt melonifulvio i got the power  by melonifulvio spoleto umbria italy spirituality,/content/drive/MyDrive/lab5_data/data2/3348.jpg,null
222,3948,"RT UlrichJvV 9yearold Filipino boy photographed doing homework in the street light of a McDonalds  so much wrong in our world http 
","rt ulrichjvv 9yearold filipino boy photographed doing homework in the street light of a mcdonalds  so much wrong in our world  
",rt ulrichjvv 9yearold filipino boy photographed doing homework in the street light of a mcdonalds  so much wrong in our world,/content/drive/MyDrive/lab5_data/data2/3948.jpg,null
223,3224,"I swear niggas is Suckas  catch me lacking and they look down tilt they hat down and act like I dont exist 
","i swear niggas is suckas  catch me lacking and they look down tilt they hat down and act like i dont exist 
",i swear niggas is suckas  catch me lacking and they look down tilt they hat down and act like i dont exist,/content/drive/MyDrive/lab5_data/data2/3224.jpg,null
224,1096,"vibrant bold birthday balloons in bolton  
","vibrant bold birthday balloons in bolton  
",vibrant bold birthday balloons in bolton,/content/drive/MyDrive/lab5_data/data2/1096.jpg,null
225,1584,"Its all about little details Thank you L infatuated gift chivalryisnotdead 
","its all about little details thank you l infatuated gift chivalryisnotdead 
",its all about little details thank you l infatuated gift chivalryisnotdead,/content/drive/MyDrive/lab5_data/data2/1584.jpg,null
226,3660,"Just to be spiteful NaakiiChan D 
","just to be spiteful naakiichan d 
",just to be spiteful naakiichan d,/content/drive/MyDrive/lab5_data/data2/3660.jpg,null
227,3898,"RT ItsFoodPorn Hot Chocolate with Whipped Cream 
","rt itsfoodporn hot chocolate with whipped cream 
",rt itsfoodporn hot chocolate with whipped cream,/content/drive/MyDrive/lab5_data/data2/3898.jpg,null
228,751,"RT HoopVine Basketball Level Asian Dad 
","rt hoopvine basketball level asian dad 
",rt hoopvine basketball level asian dad,/content/drive/MyDrive/lab5_data/data2/751.jpg,null
229,3963,"20 RT Desde Quando Voc Se Foi Fresno X Cartas Pra Voc NX Zero FAV 
","20 rt desde quando voc se foi fresno x cartas pra voc nx zero fav 
",20 rt since when you left fresno nx letters to you nx zero fav,/content/drive/MyDrive/lab5_data/data2/3963.jpg,null
230,3891,"Ki Hong Is that a video  
","ki hong is that a video  
",ki hong is that a video,/content/drive/MyDrive/lab5_data/data2/3891.jpg,null
231,312,"RT RevolutionSyria Help the helpless Tweet  retweet for Syria Dont let evil get its way AssadHolocaust 
","rt revolutionsyria help the helpless tweet  retweet for syria dont let evil get its way assadholocaust 
",rt revolutionsyria help the helpless tweet  retweet for syria dont let evil get its way assadholocaust,/content/drive/MyDrive/lab5_data/data2/312.jpg,null
232,867,"sums up my free time exploring adventuring walking train tracks traintracks gloomy grunge hipster punk 
","sums up my free time exploring adventuring walking train tracks traintracks gloomy grunge hipster punk 
",sums up my free time exploring adventuring walking train tracks traintracks gloomy grunge hipster punk,/content/drive/MyDrive/lab5_data/data2/867.jpg,null
233,3268,"chrisricewriter moderated lively  informative final panel on Sex in Thrillers with RealCharlaine Lee Child et al 
","chrisricewriter moderated lively  informative final panel on sex in thrillers with realcharlaine lee child et al 
",chrisricewriter moderated lively  informative final panel on sex in thrillers with realcharlaine lee child et al,/content/drive/MyDrive/lab5_data/data2/3268.jpg,null
234,1697,"ThatKidRalph I was going to be a child and violate butttt Im grown shook 
","thatkidralph i was going to be a child and violate butttt im grown shook 
",thatkidralph i was going to be a child and violate butttt im grown shook,/content/drive/MyDrive/lab5_data/data2/1697.jpg,null
235,1791,"Desolate by pvallet67  D810 France Graffiti 
","desolate by pvallet67  d810 france graffiti 
",desolate by pvallet67  d810 france graffiti,/content/drive/MyDrive/lab5_data/data2/1791.jpg,null
236,3701,"They Were Stunned When She Got Pregnant But When They Saw the Sonogram WOW 
","they were stunned when she got pregnant but when they saw the sonogram wow 
",they were stunned when she got pregnant but when they saw the sonogram wow,/content/drive/MyDrive/lab5_data/data2/3701.jpg,null
237,2055,"RT harpersbazaarus Yes you CAN cut your own bangsheres how 
","rt harpersbazaarus yes you can cut your own bangsheres how 
",rt harpersbazaarus yes you can cut your own bangsheres how,/content/drive/MyDrive/lab5_data/data2/2055.jpg,null
238,3914,"RT DolphinProject Wild dolphins swimming free in the Bahamas DolphinProject 
","rt dolphinproject wild dolphins swimming free in the bahamas dolphinproject 
",rt dolphin project wild dolphins swimming free in the bahamas dolphin project,/content/drive/MyDrive/lab5_data/data2/3914.jpg,null
239,3572,"RT ItsRaniiiii We got Tatum Its a wrap Will be shocked if Giles doesnt pick Duke now DukeNation PackageDeal  
","rt itsraniiiii we got tatum its a wrap will be shocked if giles doesnt pick duke now dukenation packagedeal  
",rt itsraniiiii we got tatum its a wrap will be shocked if giles doesnt pick duke now dukenation packagedeal,/content/drive/MyDrive/lab5_data/data2/3572.jpg,null
240,1660,"Fanghorn forest or Alder woodland up Glen vorlich Lochearn petrified forest LOTR Scotland 
","fanghorn forest or alder woodland up glen vorlich lochearn petrified forest lotr scotland 
",fanghorn forest or alder woodland up glen vorlich lochearn petrified forest lotr scotland,/content/drive/MyDrive/lab5_data/data2/1660.jpg,null
241,2943,"Why do you get flustered so much Take the quiz 
","why do you get flustered so much take the quiz 
",why do you get flustered so much take the quiz,/content/drive/MyDrive/lab5_data/data2/2943.jpg,null
242,424,"GRACE ELEMENTS FROM THE USA WOMENS SLEEVELESS RUFFLE TOP IN BLACK  SIZE MEDIUM  Womens 
","grace elements from the usa womens sleeveless ruffle top in black  size medium  womens 
",grace elements from the usa womens sleeveless ruffle top in black  size medium  womens,/content/drive/MyDrive/lab5_data/data2/424.jpg,null
243,1285,"   Crazy 4MINUTE 
","   crazy 4minute 
",crazy 4minute,/content/drive/MyDrive/lab5_data/data2/1285.jpg,null
244,3039,"RT rosegoldrican happy Sunday yall 
","rt rosegoldrican happy sunday yall 
",rt rosegoldrican happy sunday yall,/content/drive/MyDrive/lab5_data/data2/3039.jpg,null
245,1642,"February Winter Rainy Stormy Windy Tuesday Night Love Happy Positive Passionate Calm Joy Fun Coffee 
","february winter rainy stormy windy tuesday night love happy positive passionate calm joy fun coffee 
",february winter rainy stormy windy tuesday night love happy positive passionate calm joy fun coffee,/content/drive/MyDrive/lab5_data/data2/1642.jpg,null
246,1111,"Maintain the memory and focus you need for a vibrant life  TheRealMarilu Try Spark  
","maintain the memory and focus you need for a vibrant life  therealmarilu try spark  
",maintain the memory and focus you need for a vibrant life  therealmarilu try spark,/content/drive/MyDrive/lab5_data/data2/1111.jpg,null
247,1539,"me Brooklyn girl gloomy grunge band bass darkness music musicians live cool c 
","me brooklyn girl gloomy grunge band bass darkness music musicians live cool c 
",me brooklyn girl gloomy grunge band bass darkness music musicians live cool c,/content/drive/MyDrive/lab5_data/data2/1539.jpg,null
248,3401,"RT autodesk Inspired by student rooms this render is a creepy interpretation of neglected sudent spaces 
","rt autodesk inspired by student rooms this render is a creepy interpretation of neglected sudent spaces 
",rt autodesk inspired by student rooms this render is a creepy interpretation of neglected student spaces,/content/drive/MyDrive/lab5_data/data2/3401.jpg,null
249,2098,"RT Losquintana nica funcin Madrid nuevo espectculo CRAZY 10 Marzo 2200h teatrolara NO TE LO PIERDAS http 
","rt losquintana nica funcin madrid nuevo espectculo crazy 10 marzo 2200h teatrolara no te lo pierdas  
",rt los quintana nica function madrid new show crazy 10 march 2200h teatrolara don't miss it,/content/drive/MyDrive/lab5_data/data2/2098.jpg,null
250,3400,"RT blackvoices BlackMuslimRamadan aims to celebrate a vibrant oftenneglected community 
","rt blackvoices blackmuslimramadan aims to celebrate a vibrant oftenneglected community 
",rt blackvoices blackmuslimramadan aims to celebrate a vibrant oftenneglected community,/content/drive/MyDrive/lab5_data/data2/3400.jpg,null
251,4345,"RT mentalrunner The best type of exercise for depression anxiety  bipolar symptoms is  httptco0CE7lm2bhT httptcone3SOKpORY
","rt mentalrunner the best type of exercise for depression anxiety  bipolar symptoms is   
",rt mentalrunner the best type of exercise for depression anxiety  bipolar symptoms is,/content/drive/MyDrive/lab5_data/data2/4345.jpg,null
252,1352,"You are allowed to terminate toxic relationships itsonus You are allowe depression 
","you are allowed to terminate toxic relationships itsonus you are allowe depression 
",you are allowed to terminate toxic relationships itsonus you are allowed depression,/content/drive/MyDrive/lab5_data/data2/1352.jpg,null
253,4681,"The pad for our new training facility  is nearly finished  and the building will be going up soon httptcon3MuulWbER
","the pad for our new training facility  is nearly finished  and the building will be going up soon 
",the pad for our new training facility  is nearly finished  and the building will be going up soon,/content/drive/MyDrive/lab5_data/data2/4681.jpg,null
254,3005,"Why are you feeling gloomy Take the quiz 
","why are you feeling gloomy take the quiz 
",why are you feeling gloomy take the quiz,/content/drive/MyDrive/lab5_data/data2/3005.jpg,null
255,2362,"RT IndySport Lehmann must convince bewildered Australia it really was just a hiccup says bowlologist 
","rt indysport lehmann must convince bewildered australia it really was just a hiccup says bowlologist 
",rt indysport lehmann must convince bewildered australia it really was just a hiccup says bowlologist,/content/drive/MyDrive/lab5_data/data2/2362.jpg,null
256,2154,"TimdeLisle Better things for writer to work onNot scathing enough Not bdsm just dismal fantasy of this mans wife 
","timdelisle better things for writer to work onnot scathing enough not bdsm just dismal fantasy of this mans wife 
",tim delisle better things for writer to work on not bathing enough not bdsm just dismal fantasy of this mans wife,/content/drive/MyDrive/lab5_data/data2/2154.jpg,null
257,1512,"Bad idea to open bps today martywalsh Do you have any idea how crippled we are in DOT This For an hour 
","bad idea to open bps today martywalsh do you have any idea how crippled we are in dot this for an hour 
",bad idea to open bps today martywalsh do you have any idea how crippled we are in dot this for an hour,/content/drive/MyDrive/lab5_data/data2/1512.jpg,null
258,2677,"Dont ever make someone else feel insignificant of devalued because of your twisted miscon 
","dont ever make someone else feel insignificant of devalued because of your twisted miscon 
",dont ever make someone else feel insignificant of devalued because of your twisted miscon,/content/drive/MyDrive/lab5_data/data2/2677.jpg,null
259,848,"RT MinusIndustries Day 365 365PROJECT 365 Days of 30 Minute Drawings Yeg YegArt YegArts TheEnd End Finished Finale Fin MINUS  
","rt minusindustries day 365 365project 365 days of 30 minute drawings yeg yegart yegarts theend end finished finale fin minus  
",rt minusindustries day 365 365project 365 days of 30 minute drawings yeg yegart yegarts theend end finished finale fin minus,/content/drive/MyDrive/lab5_data/data2/848.jpg,null
260,1243,"The Steel Curtain thunderstruck football ilovepittsburgh steelercountry 
","the steel curtain thunderstruck football ilovepittsburgh steelercountry 
",the steel curtain thunderstruck football i love pittsburgh steeler country,/content/drive/MyDrive/lab5_data/data2/1243.jpg,null
261,3637,"Sparkling Blue Spinel gemstone heart Silver ring love handmade pr httpstcoFEhI6m04MG bohojewelry CuteJewelry 
","sparkling blue spinel gemstone heart silver ring love handmade pr  bohojewelry cutejewelry 
",sparkling blue spinel gemstone heart silver ring love handmade pr  bohojewelry cutejewelry,/content/drive/MyDrive/lab5_data/data2/3637.jpg,null
262,1990,"Wiserswhiskeyquestionoftheday Cheerful Valentines Day Everybody  Did You Get My Valentines Day Card 
","wiserswhiskeyquestionoftheday cheerful valentines day everybody  did you get my valentines day card 
",wiserswhiskeyquestionoftheday cheerful valentines day everybody  did you get my valentines day card,/content/drive/MyDrive/lab5_data/data2/1990.jpg,null
263,2627,"RT thenerdyteacher Share your support on 714 End the stigma of Depression and Anxiety semicolonEDU sunchat ht 
","rt thenerdyteacher share your support on 714 end the stigma of depression and anxiety semicolonedu sunchat ht 
",rt thenerdyteacher share your support on 714 end the stigma of depression and anxiety semicolonedu sunchat ht,/content/drive/MyDrive/lab5_data/data2/2627.jpg,null
264,948,"vsco vscocam vscohub vscobest vscoonly vscolife vscolovers vscofeel instasize instadaily instaodessa in 
","vsco vscocam vscohub vscobest vscoonly vscolife vscolovers vscofeel instasize instadaily instaodessa in 
",vsco vscocam vscohub vscobest vscoonly vscolife vscolovers vscofeel instasize instadaily instaodessa in,/content/drive/MyDrive/lab5_data/data2/948.jpg,null
265,5039,"ht
","ht
",ht,/content/drive/MyDrive/lab5_data/data2/5039.jpg,null
266,1587,"Yayyyy papusas for birthday lunch 28yrs today happybirthday 28 papusas mmmmm foodie foodporn instafood in 
","yayyyy papusas for birthday lunch 28yrs today happybirthday 28 papusas mmmmm foodie foodporn instafood in 
",yayyyy papusas for birthday lunch 28yrs today happybirthday 28 papusas mmmmm foodie foodporn instafood in,/content/drive/MyDrive/lab5_data/data2/1587.jpg,null
267,55,"ߤߤȤ뤫 abandoned ruins haikyo urbex дäˤȿꤿ 
","ߤߤȥ뤫 abandoned ruins haikyo urbex дäˤȿꤿ 
",֤֤ȥ뤫 abandoned ruins haikyo urbex дäˤȿꤿ,/content/drive/MyDrive/lab5_data/data2/55.jpg,null
268,4738,"Why are you feeling gloomy Take the quiz httptcoCSFllI7ZCU httptcohh80OAgUcy
","why are you feeling gloomy take the quiz  
",why are you feeling gloomy take the quiz,/content/drive/MyDrive/lab5_data/data2/4738.jpg,null
269,4205,"RT jimmurphySF If you run they will kill you so you just close your eyes so you dont see the rapes httptcod2sphLQ9oW httptco
","rt jimmurphysf if you run they will kill you so you just close your eyes so you dont see the rapes  
",rt jimmurphysf if you run they will kill you so you just close your eyes so you dont see the rapes,/content/drive/MyDrive/lab5_data/data2/4205.jpg,null
270,3494,"RT euphoriakay the unholy trinity lol 
","rt euphoriakay the unholy trinity lol 
",rt euphoriakay the unholy trinity lol,/content/drive/MyDrive/lab5_data/data2/3494.jpg,null
271,2758,"David Beckham doting father with his little Harper 
","david beckham doting father with his little harper 
",david beckham doting father with his little harper,/content/drive/MyDrive/lab5_data/data2/2758.jpg,null
272,479,"London swamped by intolerant uncompromising belligerent MuslimScum Britain is dying  its death is immanent 
","london swamped by intolerant uncompromising belligerent muslimscum britain is dying  its death is immanent 
",london swamped by intolerant uncompromising belligerent muslimscum britain is dying  its death is immanent,/content/drive/MyDrive/lab5_data/data2/479.jpg,null
273,1898,"Awww MikeRalph You have Delighted Me Cake  SodexoUKIRE TechSodexo MonthofLove  
","awww mikeralph you have delighted me cake  sodexoukire techsodexo monthoflove  
",awww mikeralph you have delighted me cake  sodexoukire techsodexo monthoflove,/content/drive/MyDrive/lab5_data/data2/1898.jpg,null
274,3046,"RT SheeeRatchet this episode would get me so heated when Disney used to actually make sense 
","rt sheeeratchet this episode would get me so heated when disney used to actually make sense 
",rt sheeeratchet this episode would get me so heated when disney used to actually make sense,/content/drive/MyDrive/lab5_data/data2/3046.jpg,null
275,1088,"Guess Who This Grinning Little Girl Turned Into 
","guess who this grinning little girl turned into 
",guess who this grinning little girl turned into,/content/drive/MyDrive/lab5_data/data2/1088.jpg,null
276,1039,"RT jennyschxo Find something I did this in school  NiallOfficial LouisTomlinson strong LarryIsReal 
","rt jennyschxo find something i did this in school  niallofficial louistomlinson strong larryisreal 
",rt jennyschxo find something i did this in school  niallofficial louistomlinson strong larryisreal,/content/drive/MyDrive/lab5_data/data2/1039.jpg,null
277,1875,"concrete derelict brutalist brutalism abandoned London 
","concrete derelict brutalist brutalism abandoned london 
",concrete derelict brutalist brutalism abandoned london,/content/drive/MyDrive/lab5_data/data2/1875.jpg,null
278,1100,"What is your style like Simple and elegant or vibrant and edgy  fashion girls awesome follow amazing 
","what is your style like simple and elegant or vibrant and edgy  fashion girls awesome follow amazing 
",what is your style like simple and elegant or vibrant and edgy  fashion girls awesome follow amazing,/content/drive/MyDrive/lab5_data/data2/1100.jpg,null
279,224,"Cake is finished Proud of it tbh so hey ho  
","cake is finished proud of it tbh so hey ho  
",cake is finished proud of it tbh so hey ho,/content/drive/MyDrive/lab5_data/data2/224.jpg,null
280,2585,"I just defeated EGE in a duel letsDUAL 
","i just defeated ege in a duel letsdual 
",i just defeated ege in a duel letsdual,/content/drive/MyDrive/lab5_data/data2/2585.jpg,null
281,2888,"Fear The Walking Dead Sets August 23 Debut C Comic Con 
","fear the walking dead sets august 23 debut c comic con 
",fear the walking dead sets august 23 debut c comic con,/content/drive/MyDrive/lab5_data/data2/2888.jpg,null
282,1309,"ARGHHHH NOOO I was trying to wait for Windows10 to upgrade my nokia LumiaUS 1020 crushed devastated 
","arghhhh nooo i was trying to wait for windows10 to upgrade my nokia lumiaus 1020 crushed devastated 
",arghhhh nooo i was trying to wait for windows10 to upgrade my nokia lumia 1020 crushed devastated,/content/drive/MyDrive/lab5_data/data2/1309.jpg,null
283,4693,"Why do you get flustered so much Take the quiz httptcoj4RKAXai0s httptcojTQqDLxYe5
","why do you get flustered so much take the quiz  
",why do you get flustered so much take the quiz,/content/drive/MyDrive/lab5_data/data2/4693.jpg,null
284,3651,"AMAZING SPARKLING RED BARYTE SPECIMEN ON CREATIVE CUSTOM MADE DISPLAY STAND 
","amazing sparkling red baryte specimen on creative custom made display stand 
",amazing sparkling red baryte specimen on creative custom made display stand,/content/drive/MyDrive/lab5_data/data2/3651.jpg,null
285,383," Because writer is too intimidated for asking to RP  
"," because writer is too intimidated for asking to rp  
",because writer is too intimidated for asking to rp,/content/drive/MyDrive/lab5_data/data2/383.jpg,null
286,1057,"Seriously when is MrAshleyCain making his appearance on ExOnTheBeach2 Excited 
","seriously when is mrashleycain making his appearance on exonthebeach2 excited 
",seriously when is mrashleycain making his appearance on exonthebeach2 excited,/content/drive/MyDrive/lab5_data/data2/1057.jpg,null
287,2607,"RT UKinColombia Delighted that FALCAO is returning to the UKs premierleague to play for ChelseaFC SportisGREAT jeffglekin 
","rt ukincolombia delighted that falcao is returning to the uks premierleague to play for chelseafc sportisgreat jeffglekin 
",rt ukincolombia delighted that falcao is returning to the uks premierleague to play for chelseafc sportisgreat jeffglekin,/content/drive/MyDrive/lab5_data/data2/2607.jpg,null
288,3306,"RT SpokespersonMoD IAF rescues 28 marooned BSF Jawans from a Border Out Post near Ramgarh Village of Samba District in JK 
","rt spokespersonmod iaf rescues 28 marooned bsf jawans from a border out post near ramgarh village of samba district in jk 
",rt spokespersonmod iaf rescues 28 marooned bsf jawans from a border out post near ramgarh village of samba district in jk,/content/drive/MyDrive/lab5_data/data2/3306.jpg,null
289,310,"BEAUTY  66781 NEW Mastex Professional Heated Beauty Booties Feet Therapy White MX25  
","beauty  66781 new mastex professional heated beauty booties feet therapy white mx25  
",beauty  66781 new mastex professional heated beauty booties feet therapy white mx25,/content/drive/MyDrive/lab5_data/data2/310.jpg,null
290,2646,"RT WhoSFX Chris Barry chose this location as it looked desolate and reminded him of the surface of the moon TheSavages 
","rt whosfx chris barry chose this location as it looked desolate and reminded him of the surface of the moon thesavages 
",rt whosfx chris barry chose this location as it looked desolate and reminded him of the surface of the moon thesavages,/content/drive/MyDrive/lab5_data/data2/2646.jpg,null
291,1490,"rwilly rwillyofficial hellagrip smith feeble f 
","rwilly rwillyofficial hellagrip smith feeble f 
",rwilly rwillyofficial hellagrip smith feeble f,/content/drive/MyDrive/lab5_data/data2/1490.jpg,null
292,4860,"httptco57QIx3053v httptcoZNlfmKGL5H
"," 
",,/content/drive/MyDrive/lab5_data/data2/4860.jpg,null
293,1606,"katiebennett94 A picture speaks a thousand words In WarbsWeTrust 
","katiebennett94 a picture speaks a thousand words in warbswetrust 
",katiebennett94 a picture speaks a thousand words in warbswetrust,/content/drive/MyDrive/lab5_data/data2/1606.jpg,null
294,3554,"My illustrations about the The Wrath of a Robot Scorned See more book cover art at 
","my illustrations about the the wrath of a robot scorned see more book cover art at 
",my illustrations about the the wrath of a robot scorned see more book cover art at,/content/drive/MyDrive/lab5_data/data2/3554.jpg,null
295,3580,"10 STARS WHO HAVE BEEN SHUNNED BYHOLLYWOOD 
","10 stars who have been shunned byhollywood 
",10 stars who have been shunned byhollywood,/content/drive/MyDrive/lab5_data/data2/3580.jpg,null
296,4947,"Kenda K1083A 26x235 Happy Medium Folding MTB Mountain Bicycle Tire  Black httptco4Xbw3yUFJS httptco6z5xX1UyYJ
","kenda k1083a 26x235 happy medium folding mtb mountain bicycle tire  black  
",kenda k1083a 26x235 happy medium folding mtb mountain bicycle tire  black,/content/drive/MyDrive/lab5_data/data2/4947.jpg,null
297,3889,"vis240          
","vis240          
",vis240,/content/drive/MyDrive/lab5_data/data2/3889.jpg,null
298,5,"RT chrisashaffer Went to SSC today to be a movie star to rep for the Deaf and got to meet an energetic great guy Mark White 
","rt chrisashaffer went to ssc today to be a movie star to rep for the deaf and got to meet an energetic great guy mark white 
",rt chrisashaffer went to ssc today to be a movie star to rep for the deaf and got to meet an energetic great guy mark white,/content/drive/MyDrive/lab5_data/data2/5.jpg,null
299,2704,"CooperativeFood pretty dismal that a supermarket  the co op no less  is hawking badly written porn 
","cooperativefood pretty dismal that a supermarket  the co op no less  is hawking badly written porn 
",cooperativefood pretty dismal that a supermarket  the co op no less  is hawking badly written porn,/content/drive/MyDrive/lab5_data/data2/2704.jpg,null
300,3346,"MerryCan HillaryClinton and she continues to be a liar 
","merrycan hillaryclinton and she continues to be a liar 
",merrycan hillaryclinton and she continues to be a liar,/content/drive/MyDrive/lab5_data/data2/3346.jpg,null
301,2480,"RT TravisMcEwanCBC 4 units burned in a Morinville condo fire yesterday Damage estimated at 1 million Tenants not insured CBC 
","rt travismcewancbc 4 units burned in a morinville condo fire yesterday damage estimated at 1 million tenants not insured cbc 
",rt travismcewancbc 4 units burned in a morinville condo fire yesterday damage estimated at 1 million tenants not insured cbc,/content/drive/MyDrive/lab5_data/data2/2480.jpg,null
302,3842,"RT 1DLiveReports fun fact Alberto Alvarez Louiss body guard used to be Michael Jacksons body guard Lauren 
","rt 1dlivereports fun fact alberto alvarez louiss body guard used to be michael jacksons body guard lauren 
",rt 1dlivereports fun fact alberto alvarez louiss body guard used to be michael jacksons body guard lauren,/content/drive/MyDrive/lab5_data/data2/3842.jpg,null
303,4807,"USA BUSINESS DEALS  httptcoB2a7tkBv1s 9192 Executive Ergonomic Heated Vibrating Computer Desk Office Massa httptcoSgg4EnpjM3
","usa business deals   9192 executive ergonomic heated vibrating computer desk office massa 
",usa business deals   9192 executive ergonomic heated vibrating computer desk office massa,/content/drive/MyDrive/lab5_data/data2/4807.jpg,null
304,3001,"Colombia Road flower market Good way to spend this gloomy Sunday sunflowers SundayMarkets 
","colombia road flower market good way to spend this gloomy sunday sunflowers sundaymarkets 
",colombia road flower market good way to spend this gloomy sunday sunflowers sundaymarkets,/content/drive/MyDrive/lab5_data/data2/3001.jpg,null
305,4715,"RT whit0013 RT McLovinGod Yeah Drake aint tweet my album Girl you know he dont write his rhymes httptcoaOPWp6PpFM
","rt whit0013 rt mclovingod yeah drake aint tweet my album girl you know he dont write his rhymes 
",rt whit0013 rt mclovingod yeah drake aint tweet my album girl you know he dont write his rhymes,/content/drive/MyDrive/lab5_data/data2/4715.jpg,null
306,4410,"RT DailySharky adamlevine is a devoted yoga student and will even bring his instructor on tour with him AdamLevineFacts httptcoPK
","rt dailysharky adamlevine is a devoted yoga student and will even bring his instructor on tour with him adamlevinefacts 
",rt dailysharky adamlevine is a devoted yoga student and will even bring his instructor on tour with him adamlevinefacts,/content/drive/MyDrive/lab5_data/data2/4410.jpg,null
307,1290,"day 37 My full name is Cadence Sinclair Eastman finished blisteringsmart 100happydays 
","day 37 my full name is cadence sinclair eastman finished blisteringsmart 100happydays 
",day 37 my full name is cadence sinclair eastman finished blisteringsmart 100happydays,/content/drive/MyDrive/lab5_data/data2/1290.jpg,null
308,4644,"RT ContentOutcast My good friends deepest fear Part I httptco4RKCz9iOiL
","rt contentoutcast my good friends deepest fear part i 
",rt contentoutcast my good friends deepest fear part i,/content/drive/MyDrive/lab5_data/data2/4644.jpg,null
309,4294,"A friend had her car damaged  bike stolen by some lowlifes last night in Kilkenny Any sign onlineelsewhere DM me httptcoPhYWDBZyg7
","a friend had her car damaged  bike stolen by some lowlifes last night in kilkenny any sign onlineelsewhere dm me 
",a friend had her car damaged  bike stolen by some lowlifes last night in kilkenny any sign onlineelsewhere dm me,/content/drive/MyDrive/lab5_data/data2/4294.jpg,null
310,4847,"20150609 CELEBUZZ Um Chris prattprattpratt apparently didnt know what impotent meant httptco9P77XdbuwR httptco80K9tFflsY
","20150609 celebuzz um chris prattprattpratt apparently didnt know what impotent meant  
",20150609 celebuzz um chris prattprattpratt apparently didnt know what impotent meant,/content/drive/MyDrive/lab5_data/data2/4847.jpg,null
